filename;nwords;negative_adjectives_component;social_order_component;action_component;positive_adjectives_component;joy_component;affect_friends_and_family_component;fear_and_digust_component;politeness_component;polarity_nouns_component;polarity_verbs_component;virtue_adverbs_component;positive_nouns_component;respect_component;trust_verbs_component;failure_component;well_being_component;economy_component;certainty_component;positive_verbs_component;objects_component
1_3.txt; 283; -0.11958339928539646;0.3914645521900873;0.9028003597815611;0.2471100923123742;0.2937800956937799;0.12335967043818633;0.08658956011730207;0.06698128517209789;0.31775396709956716;0.33713589473684213;0.1267953989473424;0.28704475853945816;0.051523674911660766;0.16724152409769644;0.03366926686217009;0.0;0.06672210526315789;0.21365457043937608;0.0;0.3802567041439126
2_3.txt; 114; 0.27460929250398736;0.25824800637958534;0.8360864661654134;-0.11381137958532705;0.3235829346092504;0.2418112356979405;0.11030847375355386;0.10464225781845918;0.3842128347826087;0.41943;0.08800751879699248;0.0;0.0;0.15579665071770338;0.006482456140350877;0.09019679633867277;0.0907799043062201;0.22029748283752856;0.0;0.11350991609458426
3_3.txt; 45; -1.2046643333333333;0.5827934997252069;0.6564691303276668;0.24854813008130078;0.0;0.0331219512195122;0.05398311444652908;0.040044444444444445;-0.9116576190476191;0.21939350000000002;0.0;0.0;0.1913617886178862;0.0;0.091993006993007;0.0;0.7317357723577236;0.24435555555555555;0.0;0.2038571815718157
4_3.txt; 48; -1.3784522000000001;0.6727464826839826;0.6404599567099567;0.09309446969696966;0.9296454545454546;0.12816401515151515;0.0;0.06354166666666666;0.3774014825174826;1.0562346666666667;0.0;0.0;0.038075757575757575;0.5789659090909092;0.0;0.0;0.332625;0.07785416666666665;0.9170416666666666;0.13177272727272726
5_3.txt; 21; -1.0335711238095238;0.11819047619047618;0.024238095238095236;1.8909214285714284;2.683438095238095;0.2797302380952381;0.03076190476190476;0.027380952380952377;1.638556142857143;2.590919;0.0;0.0;0.0;1.545047619047619;0.0;0.442125;0.027238095238095235;0.1729047619047619;0.956952380952381;0.18244642857142856
6_3.txt; 72; -1.2681161333333333;0.5792315972222223;0.5235743055555555;0.5478540674603176;1.0849650595238094;0.19033749999999997;0.08067897727272728;0.04343055555555555;0.4404204617604618;0.3590913333333333;0.0;0.8668194444444445;0.08122869318181819;0.8235062500000001;0.06480000000000001;0.1056787878787879;1.1132291666666667;0.17475;0.0;0.07534753787878787
7_3.txt; 382; -0.49778653716858456;0.30666782296296896;0.7937510843639162;0.21062236038963256;0.6591005910473707;0.13369855799094865;0.046595004460303305;0.05385478903603326;0.49484345899299154;0.12287582352941175;0.08880496894409937;0.0;0.030845878617477222;0.1320298431654609;0.012219149568837347;0.0019581151832460736;0.014542372881355932;0.2016020942408377;-0.4305497382198953;0.2585176462208854
8_3.txt; 295; -0.7373345256752709;0.17348389778878304;0.5503585490269778;-0.05880495403365876;0.6396020318021202;0.04769549691561358;0.12273917065535322;0.046599283838624966;0.28895413902949774;0.2650748947368421;0.20016094473471815;-0.2903751412429378;0.036390078327713835;0.15652930466550877;0.07377779200475824;0.04814484654145671;0.01414840989399293;0.09302330814940028;0.8935762711864407;0.33587385596053015
9_3.txt; 654; -0.14561966040990743;0.3569511052737777;0.6892121270794389;0.2111809587715759;1.070576282554717;0.1180848497059325;0.15338377614739887;0.1373341428314445;0.36220689917908766;0.43944938;0.07756146011506765;-0.7933200087374398;0.021340992425425632;0.1814603537424966;0.036965678689202794;0.029540404211978503;0.1608823124298602;0.157753677845635;0.009278287461773706;0.2655286152402449
10_3.txt; 195; -0.4538154208693268;0.531637117201823;0.806126732091438;0.029472278554778512;0.8613632477718359;0.13884605802952177;0.11112729020526557;0.13572748956469888;0.9109035742248062;0.4107193571428571;0.5596504273504274;-0.8700461538461538;0.0;0.2998636886166299;0.00790374331550802;0.09784543828264758;0.18508210784313725;0.17849815146094214;0.8898205128205128;0.1764781756319376
