BFF_Label;negative_adjectives_component;social_order_component;action_component;positive_adjectives_component;joy_component;affect_friends_and_family_component;fear_and_digust_component;politeness_component;polarity_nouns_component;polarity_verbs_component;virtue_adverbs_component;positive_nouns_component;respect_component;trust_verbs_component;failure_component;well_being_component;economy_component;certainty_component;positive_verbs_component;objects_component
C;-1.216834;0.568909091;0.1317142859999999;1.341291883;0.691;0.069571429;0.17;0.104545455;0.337644;-0.933737;0.0;0.0;0.0;0.069857143;0.218857143;0.0;0.0;0.059272727;0.0;0.5283571429999999
C;-0.6722028;0.4076;0.445;0.557575;0.1874;0.900476;0.0;0.115;0.8749319999999999;2.323311;0.0;0.0;0.0;1.8494;0.1478;0.0;0.0;0.0;1.035;0.1204
C;-0.6678144;0.317;0.0;0.316425;0.0;0.664684;0.0;0.0;0.379529;1.310458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.1840000000000002;0.0
C;-0.4858144;0.889333333;0.0;0.976983333;0.0;0.452666667;0.0;0.1916666669999999;0.866756;1.310458;0.0;0.0;0.0;0.0;0.246333333;0.0;0.0;0.0;1.134333333;0.200666667
C;0.0;0.074;1.021;-0.545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C;0.0848582;0.0555;1.229375;0.005025;0.0;0.43125;0.9205;0.0;0.0;0.1093869999999999;0.0;-0.863;0.0;0.0;0.0;1.52025;0.143;0.0;0.0;0.69425
C;0.0;0.215142857;0.583214286;-0.4528571429999999;0.066571429;0.0;0.0;0.588785714;0.3861315999999999;0.0;0.0;0.0;0.0;0.926857143;0.0;0.0;0.0;0.080714286;0.0;0.5283571429999999
C;3.456082467;0.074;0.307333333;-0.209825;1.7892;0.64977;0.496666667;0.0;0.2903964;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.872;0.0
C;1.4052838;0.2032;0.2225;-0.204375;0.0;0.0;1.2862;0.115;-1.3606280000000002;0.0;0.0;-0.9546;0.0;0.0;0.0;0.0;0.0;0.0;-0.872;0.0
C;0.091;0.803666667;2.3615;-0.545;0.0;0.0;0.104833333;2.261833333;0.254731667;0.222433;0.0;0.0;0.0;0.084;0.0;0.0;0.0;0.108666667;0.0;0.100333333
C;-0.1310984;0.0;1.14825;0.3164;0.0;0.5790649999999999;0.0;0.0;3.522818;0.0;0.0;0.0;0.0;0.24825;0.0;0.0;0.0;0.14125;0.0;0.0
C;0.1808774;0.905833333;1.190666667;-0.2963449999999999;0.233833333;0.3574233329999999;0.0;1.176666667;0.304807333;0.268482;0.0;0.0;0.144166667;2.5235;0.324;0.0;0.1906666669999999;0.0;0.0;0.749166667
C;0.0;0.0;0.445;-0.545;0.0;0.0;0.0;0.14375;0.2110792;0.363632;0.0;0.0;0.0;0.24825;0.0;0.0;0.0;0.55825;0.0;0.0
C;0.0;0.3802;0.6778;-0.2812;0.0;0.0;0.0;0.0;1.3452110000000002;-0.204023;0.0;0.0;0.0;0.1986;0.0;0.0;0.0;0.0;0.0;0.0
C;-0.6763016;0.47525;1.44475;0.51615;0.11775;0.8625;0.0;0.14375;1.4639483999999998;0.5728479999999999;0.0;1.03375;0.0;0.24825;0.0;0.0;0.0;0.0;0.0;0.1505
C;0.1365;0.351125;1.419125;-0.3765;0.0;0.0;0.0;0.0;0.537834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.488375;0.0;0.0
C;0.0;0.207;0.782466667;-0.545;0.0;0.1742;0.0;0.063888889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1255555559999999;0.0;0.0
C;0.285;0.911;1.021;-0.545;0.0;0.0;0.0;0.807;0.144954;-0.195325;0.159;0.0;0.0;0.126;0.385;0.0;0.0;0.163;-0.872;0.1505
C;0.5373238;0.9728;1.021;-0.352615;0.0;0.619;0.0;0.23;1.232398;-0.195325;0.1272;0.9984;0.0;0.1008;0.385;0.0;0.0;0.0;-0.872;0.1204
C;0.684050733;0.361;1.190666667;0.2147349999999999;0.0;0.6670733329999999;0.0;0.0;-0.020592;0.0;0.7559999999999999;0.0;0.0;0.0;0.0;0.249333333;0.1906666669999999;0.392666667;1.134333333;0.0
C;0.2206;0.3344;1.1228;-0.545;0.0932;0.0;0.0;0.5495;0.22275;0.273263;0.0;0.0;0.0;0.0978;0.0;0.0;0.0;0.0;0.0;0.0
C;0.0;0.063875;0.445;-0.46075;0.0;0.0;0.0;0.0;0.6382220000000001;0.477313;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.583125;0.0;0.10575
C;-0.519;0.143;1.963818182;-0.424454545;0.0423636359999999;0.1949581819999999;0.0;0.052272727;0.076857;0.0;0.0;0.921272727;0.0;0.044454545;0.0;0.0;0.052;0.230409091;0.0;0.0
C;0.0;0.063875;1.46575;-0.464375;0.0;1.1774275;0.499375;0.0;0.6492203329999999;0.151265;0.0;0.0;0.0;0.061125;0.0;0.0;0.0;0.246875;0.0;0.0
C;-0.0932356;0.0;2.8955;0.011708333;0.0;0.081166667;0.0;0.095833333;0.619095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.094166667;0.0;0.0
C;0.0;0.252125;0.4039583329999999;-0.545;0.05825;0.0;0.0;0.0;0.440472;0.97769;0.0;0.0;0.0;0.647458333;0.0;0.0;0.0;0.165375;0.0;0.0
C;-0.4583333329999999;0.221222222;2.651877778;-0.396444444;0.0;0.0974;0.0;0.0;0.0;0.0;0.0;0.935555556;0.0;0.0;0.0;0.0;0.1144;0.366444444;0.0;0.0
C;0.583069333;0.0;0.445;0.4463333329999999;0.0;0.67304;0.754;0.1916666669999999;3.3266379999999995;0.697426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.200666667
C;-1.466506;0.212333333;0.480666667;1.4438;0.1561666669999999;0.0;0.0;0.0;0.923076;0.0;0.0;0.0;0.0;1.3445;0.0;0.0;0.0;0.0;1.010166667;0.0
C;0.0;0.195;1.021;-0.545;0.0;0.3315079999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C;-0.519;0.3802;2.1274;-0.016;0.0932;0.0;0.0;0.0;0.69123;0.436038;0.8697;0.0;0.0;0.0978;0.0;0.1496;0.0;0.3776;0.0;0.0
C;-0.069834;0.111;1.021;0.01115;0.0;0.0;0.0;0.0;0.310262;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1315;0.0;0.0
C;0.20475;0.5945;2.666833333;-0.3765;0.1165;0.12175;0.0;0.071875;0.368888;0.465794;0.0;0.0;0.0;0.0;0.0;0.0935;0.0;0.0;0.0;0.0
C;0.0835392;0.9425;1.129166667;-0.132175;0.0;0.0;0.366;0.0;-0.128198;0.436038;0.0;-0.863;0.0;0.2445;0.0;0.124666667;0.0;0.0;0.0;0.0
C;-0.428;0.0;3.924833333;-0.436333333;0.0;0.081166667;0.0;0.0;0.0;0.0;0.5770000000000001;0.974833333;0.0;0.0;0.0;0.0;0.095333333;0.094166667;0.0;0.0
C;-0.337;0.394166667;2.8465;-0.2165;0.0;0.081166667;0.839666667;0.0;0.163824;0.3818269999999999;0.8485;0.0;0.0;0.0;0.0;0.0;0.0;0.4088333329999999;0.0;0.0
C;0.972094;0.0975;2.593866667;-0.223775;0.0;0.081166667;0.0;0.0;-0.07581;0.0;0.0;0.9277;0.0;0.0;0.0;0.0;0.095333333;0.0;0.0;0.0
C;0.1256;0.1062;2.0846;-0.545;0.0932;0.0974;0.0;0.949;0.33181;0.4372479999999999;0.0;0.0;0.0;0.0;0.0;0.1496;0.0;0.0;0.0;0.0
C;-0.0932356;0.111;0.0;0.051575;2.3025;0.0;0.0;0.0;0.122368;0.0;0.5770000000000001;0.0;0.0;0.24825;0.0;0.0;0.0;0.14125;0.0;0.0
C;0.2885;1.076166667;2.042333333;0.983833333;0.691;0.081166667;0.0;0.0;-0.115382;0.123966;0.0;0.0;0.0;0.0815;0.0;0.0;0.0;0.0;0.0;0.141
C;0.0;0.0888;1.1508;-0.545;0.0;0.0;0.0;0.0;0.0;1.123549;0.0;0.0;0.0;0.0;0.0;0.1496;0.0;0.0;0.0;0.815
C;0.1092;0.2124;0.0;-0.545;0.0;0.0;0.0;0.5495;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C;2.4799332;0.195;1.021;-0.019475;0.0;0.0;0.0;0.0;0.310262;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
C;0.252606;0.192625;1.021;-0.4033;0.23425;0.0;0.8935;0.071875;0.4629999999999999;0.040591;0.0795;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.979125;0.0
C;0.0;0.202714286;1.021;-0.545;0.0;0.0;0.0;0.0;0.0;0.189522;0.0;0.0;0.0;0.5176666670000001;0.0;0.0;0.0;0.0;0.0;0.815
C;2.3915392000000004;0.2838;1.021;-0.132175;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.113;0.0;0.815
C;-0.2034868;0.2476666669999999;0.084833333;0.1064;0.0;1.088166667;0.573;0.0;0.796732;0.560086;0.0;0.0;0.0;0.1655;0.0;0.0;0.0;0.217333333;0.0;0.100333333
C;1.4483311330000002;1.430333333;0.0;-0.095375;0.0;0.460626667;1.877333333;0.0;-2.44848;0.0;0.0;-1.015666667;0.0;0.0;0.0;0.0;0.0;0.175333333;0.0;0.0
C;0.0;0.4144;1.021;-0.545;0.0;0.0;0.0;0.115;0.0;0.189522;0.1272;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
E;-0.6122356;0.0;0.660833333;0.0080416669999999;0.0;0.0;0.0;0.0;0.6706880000000001;0.647683;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.772333333;1.010166667;0.0
E;2.3395312;0.1625;0.0;-0.112575;0.0;0.0;0.0;0.0;0.695206;0.354509;0.0;0.0;0.0;0.0;0.0;0.259;0.0;0.8665;0.0;0.0
E;-0.139746;0.13275;0.445;0.675425;0.11775;2.79248;0.0;0.0;2.699418;0.0;0.0;0.0;0.0;0.24825;0.0;0.0;0.0;0.0;0.0;0.2115
E;0.0;0.0;1.3815;-0.545;0.0;0.0;0.0;0.0;0.2547748;0.5728479999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.4493333329999999;0.0;0.0
E;-1.3573672;0.2972;0.1018;1.0781;0.0;0.4396239999999999;0.0;0.0;0.4013644;0.354509;0.0;0.0;0.0;0.0;0.0;0.3108;0.0;0.0;0.0;0.0
E;-0.7293672;0.0;0.57225;0.542425;0.23425;1.20828;0.0;0.0;0.7774979999999999;1.586258;0.0;0.0;0.0;2.60625;0.0;0.187;0.0;0.0;1.07225;0.0
E;-0.001082;0.530333333;1.021;-0.20935;0.0;0.3095;0.17;0.0;0.764724;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.537;0.0;0.100333333
E;1.3724688;0.2975;0.0;0.7598;4.64996;0.35084;0.193833333;0.0;0.6887753329999999;0.0;0.0;0.0;0.0;0.0815;0.0;0.0;0.928333333;0.772333333;0.0;0.100333333
E;1.6153556;0.376625;0.493375;0.44335;0.0;0.2501525;0.0;0.0;-0.04004;-0.244991;0.0;0.0;0.0;0.0;0.0;0.0935;0.0;0.14725;0.0;0.0
E;-0.692658;0.1306;1.1228;0.177075;0.0;0.0;0.0;0.115;0.5685100000000001;0.040591;0.1272;0.0;0.0;0.0;0.0;0.0;0.0;0.7976;0.0;0.0
E;0.3336908;0.3905714289999999;1.655880952;-0.33136;0.0;0.479561905;0.4653333329999999;0.310857143;-0.32604;0.1093869999999999;0.2885;0.0;0.0;0.0;0.0;0.0;0.0;0.297285714;0.0;0.368
E;-0.1655828;0.0;1.1228;-0.13705;0.0;1.132226;0.0;0.817766667;1.196557;0.0;0.0;0.0;0.0;0.8139;0.0;0.0;0.0;0.291133333;0.0;0.0602
E;0.0;0.111;1.21075;-0.37375;0.691;0.39559;0.0;0.0;0.0;0.21695;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
E;0.281155;0.381666667;1.021;-0.363515;1.36888;0.656266667;0.0;0.0;-0.32604;0.0;0.0;0.0;0.0;0.6073333329999999;0.0;0.0;0.0;0.2205;1.010166667;0.0
E;-0.8651624;0.3665;0.445;1.05025;0.2355;2.89863;0.15725;1.358;1.154976;2.323311;0.0;0.0;0.0;1.7975;0.0;0.622;0.0;0.14125;1.07225;0.0
E;-0.8422139999999999;0.23875;0.445;0.728625;0.11775;3.66063;0.0;2.172;1.79821;2.323311;0.0;0.0;0.0;1.67525;0.0;0.0;0.0;0.49375;1.07225;0.0
E;0.14675;0.256125;0.4039583329999999;-0.545;0.0;0.0;0.0;0.0;0.618794;0.398045;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.882;0.0;0.0
E;-0.7224868;0.362857143;0.145428571;0.118035714;0.133857143;0.242928571;0.0;0.082142857;0.464338;2.933952;0.0;0.0;0.0;1.320857143;0.0;0.222;0.0;0.680285714;0.992428571;0.5283571429999999
E;0.5404356;0.55375;0.0;0.46035;0.0;0.3395;0.0;0.0;0.2931268;1.310458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2945;1.07225;0.0
E;0.044418;0.615;1.021;-0.07215;0.0;0.0;0.17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.1315;0.0;0.0
E;-0.4583333329999999;0.049333333;0.805111111;-0.208755556;0.0;0.0;0.113333333;0.127777778;0.458618;0.0;0.0;0.0;1.169722222;0.3528;0.0;0.172666667;0.0;0.542444444;0.968777778;0.0
