BFF_Label;negative_adjectives_component;social_order_component;action_component;positive_adjectives_component;joy_component;affect_friends_and_family_component;fear_and_digust_component;politeness_component;polarity_nouns_component;polarity_verbs_component;virtue_adverbs_component;positive_nouns_component;respect_component;trust_verbs_component;failure_component;well_being_component;economy_component;certainty_component;positive_verbs_component;objects_component
E;-0.4098;0.1022;1.0018;-0.1508;0.0;0.0;0.0;0.23;0.634871;0.222433;0.0;0.0;0.0;0.4803;0.0;0.3108;0.0;0.9106;1.035;0.0
E;0.0;1.2506;1.1228;-0.2754;0.0;0.0974;0.0;0.115;0.4355779999999999;0.617834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5767
E;0.182;1.144666667;1.5766666669999998;-0.320333333;0.0;0.162333333;0.0;0.1916666669999999;0.612318;0.617834;0.0;0.0;0.0;0.0;0.0;0.0;0.1906666669999999;0.0;0.0;1.297666667
E;0.0;0.0;1.0018;-0.4102;0.0932;0.0;0.2992;0.265;0.5974010000000001;0.21695;0.0;0.0;0.0;0.4803;0.0;0.0;0.0;0.7976;0.0;0.0
E;0.0;0.074;1.1475;-0.545;0.0;0.0;0.0;0.0;-0.094438;0.5728479999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
E;0.0;0.1625;1.021;-0.545;0.0;0.329956667;0.0;0.1916666669999999;0.3625239999999999;0.470707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.108666667;0.0;0.100333333
E;0.0;2.3228;0.8348;-0.545;0.0;0.0;0.0;0.265;0.096468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.3698;0.0;0.1204
E;-0.6678144;0.299428571;0.583214286;0.048210714;0.0;0.1939999999999999;0.0;0.082142857;0.496789;1.310458;0.0;0.0;0.0;0.069857143;0.0;0.0;0.0;0.0;0.992428571;0.206857143
E;0.0;0.202714286;1.166428571;-0.545;0.0;0.0;0.0;0.0;0.695206;0.0;0.0;0.0;0.0;0.4523571429999999;0.0;0.0;0.0;0.512;0.0;0.614357143
E;0.1485;0.111;1.021;-0.545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
E;0.0;0.170333333;0.0;-0.545;0.0;0.0;0.4083333329999999;0.0;0.085086;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
E;0.272401;0.321285714;1.190666667;-0.383135;0.155333333;0.236791429;0.0;0.0;0.0;0.617834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.992428571;0.0
E;-1.1164738;0.245428571;1.021;1.864366667;0.0;0.0;0.0;0.0;0.153868;0.617834;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.992428571;0.0
E;0.334461;0.148;1.021;-0.319915;0.691;0.307283333;0.0;0.0;0.15933;1.310458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.010166667;0.0
E;0.060666667;0.175333333;1.453155556;0.2258;0.0;0.0;0.0;0.0;0.3739639999999999;0.743916;0.0;0.0;0.0;0.0;0.256666667;0.0;0.0;0.0;0.0;0.4075
E;0.0;0.18825;1.211875;1.013125;0.05825;0.2680675;0.0;0.0;0.197551;0.0;0.0;0.0;0.0;0.0;0.0;0.0935;0.0;0.488375;0.0;0.0
E;0.0;0.178333333;0.501555556;-0.545;0.0517777779999999;0.184171111;0.0;0.063888889;-0.07289;0.0;0.0;0.0;0.0;1.680333333;0.0;0.0;0.0;0.147;0.0;0.5015
E;0.0;0.074;0.3195;-0.545;0.0;0.7001666670000001;0.0;0.095833333;0.0;0.0;0.5770000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.094166667;0.0;0.0
E;0.0;0.111;0.0;0.2595;0.0;0.0;0.0;0.0;-0.456456;0.0;0.5770000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.14125;0.0;0.0
E;0.1425;0.394625;1.521375;-0.545;0.176;0.060875;0.0;0.071875;0.0346864;0.094894;0.0;0.0;0.0;0.89875;0.0;0.0935;0.0;0.0;-0.872;0.0
E;-1.069;0.136428571;0.735928571;0.411142857;0.0;0.069571429;0.0;0.164285714;0.118422;0.222433;0.5770000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.161428571;0.0;0.0
E;1.4055554;0.0;1.508;-0.123715;0.155333333;0.428406667;1.3219999999999998;0.0;-2.51662;0.21695;0.0;-1.015666667;0.0;0.0;0.0;0.0;0.0;0.188333333;0.0;0.0
E;-0.1310984;0.0;1.724333333;0.110375;0.310666667;0.770893333;0.0;0.0;0.234114;0.21695;0.0;0.0;0.0;0.163;0.0;0.0;0.0;0.0;0.0;0.0
E;-0.8537912;0.488666667;0.445;1.5446666669999998;0.4693333329999999;1.500793333;0.0;0.0;2.53865;2.323311;0.0;1.092666667;0.0;1.879;0.0;1.119333333;0.0;0.0;1.134333333;0.0
E;-0.7814028000000001;0.318333333;0.445;0.7166583329999999;0.157;1.500793333;0.0;0.0;0.0;2.323311;0.0;0.0;0.0;1.879;0.0;0.0;0.0;0.0;1.134333333;0.0
E;5.140199;0.4775;0.0;0.5607449999999999;0.23425;0.0;0.46775;0.0;0.918714;2.933952;0.0;0.0;0.43725;1.42725;0.0;0.3885;0.0;0.0;1.07225;0.0
E;0.3228882;0.39625;0.063625;0.043425;0.117125;0.2125625;0.0;0.0;0.578481;2.933952;0.0;0.0;0.0;1.303125;0.0;0.19425;0.0;0.635625;0.979125;0.51325
E;0.5404356;0.39625;0.0;0.46035;0.11775;0.911405;0.12375;0.0;1.69305;1.310458;0.0;0.0;0.0;0.12225;0.0;0.0;0.0;0.0;1.07225;0.1505
E;5.021405000000001;0.1306;1.1228;-0.340625;0.38;0.0;0.6024;0.115;-0.043186;0.040591;0.1272;0.0;0.0;0.0;0.0;0.0;0.0;0.113;0.0;0.0
E;0.026548;0.0;0.0;0.25815;0.0;0.550425;0.5015;0.0;-0.030316;1.992697;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14125;-0.872;0.0
E;-0.7603908;0.170333333;0.0;0.904708333;0.157;0.749413333;0.0;0.0;1.5648;0.0;0.0;1.092666667;0.0;1.091;0.0;1.119333333;0.0;0.0;0.0;0.0
E;-0.7814028000000001;0.318333333;0.445;0.877133333;0.157;2.18338;0.0;0.0;3.300558;2.323311;0.0;0.0;0.0;1.716;0.0;2.279;0.0;0.0;1.134333333;0.0
E;-1.3284448;1.0025;2.053125;1.165675;4.26;0.91006;0.0;0.565125;0.8789566670000001;0.200504;0.0;0.0;0.0;0.0;0.0;1.07475;0.0;0.0;0.0;0.07525
E;-0.1386488;0.0851666669999999;1.214;0.14315;0.0785;0.341293333;0.0;0.0;1.000497333;2.881376;0.0;0.0;1.334166667;1.6345;0.324;1.264166667;0.0;0.217333333;0.0;0.100333333
E;-0.0476488;0.170333333;1.190666667;0.457675;0.157;0.0;0.0;0.0;0.0;2.881376;0.0;0.0;0.288333333;1.716;0.324;0.249333333;0.0;0.217333333;0.0;0.200666667
E;-0.6383671999999999;3.362;0.445;0.4254;0.1561666669999999;0.405733333;0.0;0.0;0.637838;0.0;0.0;0.974833333;0.591666667;0.0815;0.0;0.559666667;0.0;0.4493333329999999;0.0;0.0
E;-0.7603908;0.0;0.445;0.464025;0.11775;0.56206;0.0;0.0;1.5705836000000002;0.396911;0.0;1.03375;0.0;0.12225;0.0;1.057;0.0;0.0;0.0;0.0
E;-0.8075236;0.0;0.445;0.985425;0.2355;2.67073;0.0;0.0;2.8246860000000003;0.0;0.0;0.0;0.0;1.9235;0.0;0.187;0.0;0.0;1.07225;0.0
E;-0.2624028;0.111;0.2225;0.5007;0.11775;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.89875;0.0;0.187;0.0;0.0;0.0;0.0
N;0.7831648;1.10375;0.57225;-0.22236;0.1165;0.0;0.7825;0.0;-0.277744;-0.3336909999999999;0.0;0.0;0.0;0.0;0.0;0.187;0.0;0.484;-0.872;1.0265
N;0.38318;0.1062;2.4547;-0.000385;0.0;0.378788;0.2992;0.0;0.015062667;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
N;0.7619392290000001;0.073;2.301785714;-0.353705;0.0;0.069571429;0.984857143;0.164285714;-2.4967376;0.0;0.0;-0.928428571;0.0;0.0;0.519785714;0.0;0.0;0.075142857;0.0;0.120857143
N;4.5317638;1.0274;0.0;-0.158595;0.0;0.230552;0.7142;0.0;-0.113456;-0.1866;0.0;0.0;0.0;0.0;0.0;0.1496;0.0;0.113;-0.872;0.0
N;0.4983548;1.93225;0.615916667;-0.36733;0.1165;0.0;0.334583333;0.0;-0.277744;-0.3336909999999999;0.0;0.0;0.0;0.0;0.0;0.0935;0.0;0.242;-0.872;0.92075
N;0.305705;0.554375;0.12725;-0.396215;0.1165;0.455555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0935;0.0;0.165375;0.979125;0.0
N;0.489800867;0.1591666669999999;0.2225;-0.000375;0.0;0.271483333;0.4595;0.0;0.401244;-0.408648;0.0;0.0;0.0;0.0;0.0;0.124666667;0.0;0.284;-0.872;0.0
N;0.5181104000000001;0.074;0.2225;-0.06302;0.0;0.0;0.277666667;0.0;0.179608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.872;0.956
N;2.116166667;0.2545;0.0;-0.545;0.568;0.237473333;0.2125;0.0;0.057594;0.0;0.0;0.0;0.0;0.0;0.0;0.124666667;0.0;0.2205;0.0;0.956
N;0.2418158;0.063428571;1.021;-0.407115;0.0;0.0;0.0;0.107142857;0.0;0.178894;0.0;0.0;0.0;0.3825;0.0;0.0;2.747666667;0.0;0.0;0.086
N;8.3515118;0.27075;4.063;-0.209825;1.38592;0.64622;0.7585;0.0;-0.326612;0.0;0.0;0.0;0.0;0.0;0.0;0.187;0.0;0.2825;0.0;0.0
N;1.5417756;0.0;4.063;-0.2725;1.7664799999999998;0.5719350000000001;0.0;0.0;-0.2065719999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14125;0.0;0.0
N;0.9108044;0.0;0.445;-0.15587;0.0;0.0;0.919;0.0;-0.33748;-1.246398;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.188333333;-0.872;0.0
N;1.238401;0.99275;0.70325;-0.145515;0.0;0.0;1.0985;0.14375;-1.4155744;-2.47594;0.0;-0.9775;0.0;0.0;1.966;0.0;0.0;0.0;-0.872;0.0
N;1.2328582;0.0888;1.1728;-0.192725;0.691;0.0;0.0;0.0;0.0;0.5728479999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
N;5.524744200000001;0.27075;4.063;0.07737;1.136;0.48691;0.43425;0.0;0.179608;0.0;0.0;0.0;0.0;0.0;0.0;0.187;0.0;0.0;0.0;0.0
N;1.3992421999999998;0.0;4.063;0.16998;1.7664799999999998;0.5719350000000001;0.0;0.0;0.179608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
N;4.836500599999999;0.0;4.063;0.07046;1.6188;0.618475;0.4775;0.0;-0.142428;0.0;0.0;0.0;0.0;0.0;0.0;0.187;0.0;0.0;0.0;0.0
N;7.830701171;0.136428571;0.0;-0.290485;0.0;0.0;0.433428571;0.0;-0.064938;0.0;0.0;0.0;0.0;0.0;0.0;0.976857143;0.0;0.161428571;0.0;0.0
N;3.8302442;0.111;0.0;0.07737;1.55632;0.455555;0.1615;0.0;-0.2065719999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
N;0.737;0.3715;0.0;-0.545;3.83968;0.503885;0.12375;0.14375;-0.075646;0.354509;0.0;0.0;0.0;0.0;0.0;0.187;0.976;0.14125;0.0;0.1505
N;0.737;0.3715;0.0;-0.545;3.83968;0.503885;0.12375;0.14375;-0.075646;0.354509;0.0;0.0;0.0;0.0;0.0;0.187;0.976;0.14125;0.0;0.1505
N;0.0;3.5538;0.8064;-0.545;0.0;0.0;0.0;0.0;0.165388;0.0;0.0;0.0;0.0;0.0;0.0;0.5846;0.0;0.113;0.0;0.0
N;1.1619184;3.252857143;0.445;-0.38368;0.0;0.2828199999999999;0.0;0.0;0.309896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.093142857;0.0;0.086
N;0.2525714289999999;1.280571429;0.0;-0.545;0.0;0.292537143;0.262285714;0.0;2.556523;0.354509;0.0;0.0;0.0;0.0;0.0;1.1025;0.0;0.0;-0.872;0.0
N;3.303656733;0.6859999999999999;0.0;-0.253425;0.0;0.0;0.215333333;0.0;0.148312;0.354509;0.0;0.0;0.0;0.0;0.0;0.249333333;0.0;0.0;0.0;0.0
N;0.3813526;0.2365;1.021;0.461801667;0.0;0.0;0.0;0.0;0.0;0.354509;0.0;0.0;0.0;0.0;0.0;0.259;0.0;0.0;0.0;0.0
N;-0.6678144;0.528333333;0.0;0.568433333;0.0;0.452666667;0.0;0.0;0.0;1.310458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.134333333;0.0
N;0.343278;0.063428571;0.0;1.480337143;1.492;0.0;0.0;0.082142857;0.0;0.0;0.2885;0.0;0.126285714;0.0;0.0;0.0;0.0;0.080714286;0.0;0.0
N;0.573861371;0.063428571;0.0;-0.37605;0.0;0.0;0.980142857;0.0;-0.135296;0.0;0.0;-0.928428571;0.0;0.0;0.0;0.0;0.0;0.080714286;0.0;0.0
N;0.1188;0.9386;0.1018;-0.545;0.0;0.0;1.4496;0.0;0.1690299999999999;0.0;0.0;0.0;0.0;0.1986;0.0;0.0;0.0;0.395;-0.872;0.1204
N;-1.4562472;0.3429999999999999;0.0;1.319208333;0.0785;2.288486667;0.0;0.0;2.8203388;0.354509;0.0;0.0;0.0;0.1655;0.0;0.259;0.0;0.235;0.0;0.0
N;3.649826543;0.221857143;0.910214286;-0.271372143;0.0;0.0;0.089857143;0.0;0.50453;0.396237;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.7542857140000001;0.0;0.0
N;2.7247996;0.111;0.0;0.07859;0.0;0.0;0.28525;0.0;0.179608;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
N;3.0149658;0.063428571;0.2225;-0.247975;1.95392;0.371825714;0.352142857;0.296857143;-0.145288;0.0;0.0;0.0;0.0;0.0;0.0;0.222;0.928214286;0.0;-0.872;0.0
N;0.4353359999999999;0.111;0.2225;0.172425;0.0;0.0;0.48875;0.0;0.12835;-0.395286;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
N;1.212989743;0.145142857;0.0;0.0588521429999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.222;0.0;0.0;0.0;0.0
N;3.224125;0.25475;0.574125;-0.545;1.136;0.1781049999999999;0.159375;0.071875;0.322519;0.098028;0.0;0.0;0.0;0.061125;0.0;0.0935;0.0;0.0;0.0;0.181
N;4.2276604;0.2502;0.5614;-0.40548;0.568;0.142484;0.1921;0.0575;0.057594;0.0;0.0;0.0;0.0;0.0;0.0;0.0748;0.0;0.0565;0.0;0.9842
N;0.0;0.049333333;0.0;0.764;0.0;0.0;0.0;0.063888889;0.0;0.0;0.0;0.0;0.098222222;0.0;0.0;0.0;0.0;0.0;0.0;0.0
N;0.0;0.0;0.0;-0.545;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.188333333;0.0;0.0
N;0.2348;0.0;1.1228;-0.545;0.0;0.0;0.0;0.0;0.0;0.0;0.3779999999999999;0.0;0.0;0.8628;0.0;0.3108;0.0;0.5292;0.0;0.0
N;0.0;0.0;0.0;-0.545;0.0;0.0;0.0;0.0;0.0;0.0;0.5770000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.188333333;0.0;0.0
N;-0.519;0.551875;0.574125;-0.4635;0.0;0.0;0.0;0.0;0.2111336;0.304741;0.5770000000000001;0.0;0.0;0.443625;0.0;0.0;0.0;0.165375;0.979125;0.0
N;-0.7814028000000001;0.23875;0.86025;0.493425;0.11775;1.125595;0.0;0.0;0.381524;2.323311;0.0;0.0;0.0;1.4035;0.0;0.3885;0.0;0.0;1.07225;0.0
N;0.0;0.0;3.05525;-0.545;0.0;0.12175;0.0;0.14375;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
N;0.2935;0.3475;0.445;-0.545;0.0;0.0;1.395;0.14375;0.8999659999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
N;0.0;0.28075;1.14825;-0.545;0.0;0.0;0.0;0.0;0.0;-0.244991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.211666667;0.0;0.92075
N;0.555723;1.534833333;0.595333333;-0.3493449999999999;0.0;0.0;0.550333333;0.0;-0.2236719999999999;-1.070315;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.094166667;-0.872;0.956
N;0.0;0.488;0.0;0.764;0.1165;0.0;0.0;0.071875;0.0;0.379385;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
N;0.4736588;0.074;1.021;0.520116667;0.691;0.20585;1.055;0.1916666669999999;-0.2515;0.271875;0.0;0.0;0.0;0.0;0.0;0.124666667;0.0;0.126333333;0.0;0.0
N;0.5597324;0.0;0.445;-0.15921;0.0;0.0;1.01725;0.14375;0.0;-0.461933;0.0;-0.9775;0.0;0.0;1.01125;0.0;0.0;0.0;0.0;0.0
N;0.7369905999999999;1.083;0.0;0.162235;0.0;0.381866667;0.765;0.0;0.179608;-0.727514;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.872;0.0
N;0.0;0.5660000000000001;0.5105;-0.545;0.0;0.0;0.0;0.0;0.22296;0.633161;0.0;0.0;0.0;0.0;0.0;0.124666667;0.0;0.0;0.0;0.0
N;2.5425408;0.1022;3.9292;-0.262025;2.3799200000000003;0.375924;0.2282;0.115;-0.17299;0.0;0.0;0.0;0.0;0.0;0.1586;1.0196;0.0;0.113;0.0;0.0
N;3.341111111;0.2854444439999999;0.148333333;-0.4733333329999999;0.1041111109999999;0.0;0.126777778;0.241777778;0.169743;0.4823794;0.0;0.0;0.0;0.896333333;0.0;0.0;0.063555556;0.084222222;0.0;0.975888889
N;0.182;0.608666667;0.0;-0.545;0.0;1.242576667;0.0;0.0;0.31519;0.0;0.0;0.0;0.0;0.0;0.3695;0.0;0.0;0.0;0.0;0.0
N;1.7647331999999998;0.2032;0.0;-0.019475;0.0;0.0;0.732;0.23;-1.171656;0.211707;0.0;-0.863;0.0;0.0;0.0;0.0;0.0;0.113;0.0;0.0
N;2.4333408;0.1022;0.0;-0.262025;2.3799200000000003;0.278524;0.2282;0.115;0.155859333;0.0;0.0;0.0;0.0;0.0;0.1586;0.0;0.0;0.3486;0.0;0.0
N;0.5669324570000001;0.136428571;0.0;0.5484628570000001;1.35654;0.2669657139999999;0.0;0.0;0.10637;0.0;0.0;0.0;0.0;0.069857143;0.0;0.106857143;0.0;0.0;0.0;0.0
O;0.0;0.803666667;0.6801666670000001;-0.545;0.077666667;0.276256667;0.0;0.0;0.182468;0.304741;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5485
O;0.6852900670000001;0.5415;2.515833333;-0.373325;0.077666667;0.6110066670000001;0.675666667;0.095833333;-0.071553333;0.0;0.0;0.0;0.0;0.0;1.046833333;0.0;0.0;0.094166667;-0.872;0.0
O;0.0;0.0;0.0;-0.545;0.0;0.0;0.0;0.0;-0.041756;-0.25365;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.188333333;0.0;0.0
O;-0.7814028000000001;0.23875;0.2225;0.493425;0.11775;1.125595;0.0;0.0;0.0429;2.323311;0.0;0.0;0.0;0.89875;0.0;0.0;0.0;0.0;1.07225;0.0
O;0.189447229;0.621809524;1.7783333330000002;0.130430714;0.066571429;0.71772;0.546761905;0.082142857;0.004291714;-1.7186604;0.0;0.0;0.0;0.0;0.74652381;0.0;0.0;0.0;0.1134285709999999;0.0
O;0.228;0.0;1.4068;-0.416;0.0;0.5577880000000001;0.0;0.0;0.599174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-0.872;0.0
O;0.847990467;2.226666667;0.2225;-0.215275;0.0;0.421843333;0.760333333;0.0;-0.552318;0.0;0.0;-0.939333333;0.0;0.0;0.0;0.0;0.0;0.235;0.0;0.648833333
O;-1.147;3.5538;0.445;0.6534;1.5862;0.0;0.0;0.0;0.739218;0.0;0.0;0.0;0.0;0.0978;0.0;0.0;0.0;0.0;0.0;0.0
O;2.115179867;0.1591666669999999;0.108166667;0.322566667;0.916166667;0.383656667;0.107666667;0.0;0.5871904;2.933952;0.0;0.0;0.0;2.5235;0.0;0.259;0.0;0.094166667;1.010166667;0.0
O;-1.3284448;3.5538;0.445;2.4579;8.17736;0.458956;0.0;0.0;0.558144;0.0;0.0;0.0;0.0;0.1986;0.0;0.0;0.0;0.113;0.0;0.0
O;-0.7603908;0.108275;0.639625;0.163775;0.058875;0.197974;0.0;0.2176;1.767223067;0.7384189999999999;0.0;0.9277;0.0;0.061125;0.0;0.0;0.0;0.4002333329999999;0.0;0.437616667
O;-0.7814028000000001;0.318333333;0.445;0.7166583329999999;0.157;2.095073333;0.0;0.0;0.0;2.323311;0.0;0.0;0.0;1.716;0.0;0.0;0.0;0.0;1.134333333;1.097
O;-0.6678144;0.528333333;0.0;0.761983333;0.157;1.215206667;0.165;0.0;1.397512;1.310458;0.0;0.0;0.0;0.163;0.0;0.0;0.0;0.0;1.134333333;0.200666667
O;-0.8447271999999999;0.1591666669999999;0.0;0.7787666670000001;0.234666667;0.625306667;0.0;0.0;1.921891667;2.933952;0.0;0.974833333;0.0;2.605;0.0;0.259;0.0;0.0;1.010166667;0.0
O;-0.6678144;0.528333333;0.0;0.761983333;0.0;1.086326667;0.0;0.0;0.998232;1.310458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.134333333;0.200666667
O;-0.6678144;0.528333333;0.0;0.568433333;0.0;0.452666667;0.0;0.1916666669999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
O;-0.6678144;0.676333333;0.0;0.976983333;0.312333333;1.085133333;0.165;0.159;1.8878580000000005;1.310458;0.0;0.0;0.0;0.163;0.0;0.0;0.0;0.0;1.134333333;1.297666667
O;-0.7224868;0.2972;0.8439;0.3873;0.3748;1.130992;0.1258;0.115;2.828085;2.933952;0.0;0.0;0.0;1.5762;0.0;0.3108;0.0;0.1052;1.035;0.1692
O;-0.7224868;0.233166667;1.6075;0.322566667;0.312333333;0.7148266670000001;0.0825;0.175333333;1.580592;2.933952;0.0;0.0;0.0;1.426;0.0;0.259;0.0;0.0;1.010166667;0.648833333
O;-0.1488144;0.369;0.0;-0.000564286;0.200428571;0.271057143;0.070714286;0.068142857;2.019329667;0.93304;0.090857143;0.0;0.0;0.139714286;0.0;0.0;0.0;0.080714286;0.0;0.614357143
O;0.1092;0.2084;0.7793;-0.416;0.0;0.0974;0.0;0.115;0.038619;0.222433;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
O;0.0734228;0.12775;4.063;-0.1187;0.0;0.12175;0.0;0.0;-0.033748;0.0;0.0;0.0;0.0;0.0;0.0;0.187;0.0;0.14125;0.0;0.0
O;-0.0630772;0.2555;0.0;-0.19465;0.0;0.0;0.0;0.0;0.242219;0.7384189999999999;0.0;0.0;0.0;0.0;0.0;0.124666667;0.0;0.094166667;0.0;0.241333333
O;0.0;0.49925;0.0;-0.545;0.0;0.0;0.0;0.0;0.579024;0.354509;0.0;0.0;0.0;0.0;0.0;0.622;0.0;0.5125;0.0;0.0
O;0.2292642;0.227714286;0.0;0.040463571;0.0;0.0;0.0;0.0;0.161678;-0.202622;0.0;0.0;0.0;0.0;0.0;0.106857143;0.0;0.701;0.0;0.0
O;0.0;0.2044;0.0;-0.2812;0.0;0.0974;0.0;0.0;-0.047476;-0.202622;0.0;0.0;0.0;0.0;0.0;1.0196;0.0;0.0;0.0;0.0
O;-0.7224868;0.136428571;0.2225;0.118035714;0.133857143;0.292537143;0.0;0.0;3.2732848;2.933952;0.0;0.0;0.0;1.320857143;0.0;2.205;0.0;0.0;0.992428571;0.0
O;0.0279228;0.173666667;2.227833333;-0.14105;0.0;0.528686667;0.0;0.0;0.2120228;-0.250303;0.0;0.0;0.0;0.0;0.0;0.124666667;0.0;0.0;0.0;0.0
O;-1.3640004;0.469;0.1018;1.174875;3.1744;0.3914;0.0;0.115;0.29456;0.0;0.0;0.0;0.0;0.1986;0.0;0.0;0.0;0.3872;0.0;0.0
O;0.0118824;0.136428571;0.2225;-0.1214599999999999;0.0;0.069571429;0.0;0.0;0.179608;0.0;0.0;0.0;0.0;0.0;0.0;0.976857143;0.0;0.0;0.0;0.0901428569999999
O;-0.519;1.1362;0.0;-0.2842;0.0;0.0;0.0;0.0;0.8618239999999999;1.09064;0.0;0.9984;0.0;1.9672;0.0;0.0;0.0;0.0;1.035;0.0
O;0.1103;0.547766667;0.8089;-0.4375;0.0;0.0;0.0;0.0;-0.04004;0.0221352;0.0;0.0;0.0;0.4429;0.0;0.0;0.0;0.0;0.9605;0.956
O;-0.6678144;0.2641666669999999;0.5655;0.079091667;0.0;0.3075;0.0;0.125;0.374221;1.310458;0.0;0.0;0.0;0.4639999999999999;0.0;0.0;2.652333333;0.0;1.010166667;0.100333333
O;-0.6678144;0.2641666669999999;0.2225;0.1427916669999999;0.0;0.226333333;0.0;0.125;0.311339;1.310458;0.0;0.0;0.0;0.0;0.0;0.0;2.652333333;0.0;1.010166667;1.056333333
O;0.6149171999999999;0.2975;0.0;0.328975;2.32498;0.35084;0.193833333;0.0;0.2198;0.0;0.0;0.0;0.0;0.0815;0.0;0.0;0.511833333;0.2205;0.0;1.056333333
O;-0.6678144;0.3493333329999999;0.0;0.1427916669999999;0.0;0.599846667;0.104833333;0.0;0.323292667;1.310458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.010166667;0.100333333
O;-0.6678144;0.39625;0.0;0.336625;0.11775;0.89261;0.0;0.1875;0.869134;1.310458;0.0;0.0;0.0;0.24825;0.0;2.1495;2.7;0.0;1.07225;1.177
O;-0.6678144;0.698666667;0.0;0.761983333;0.0;0.452666667;0.209666667;0.0;0.289724;1.310458;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.134333333;0.0
O;0.0;0.063428571;0.0927142859999999;0.091;0.0;0.0;0.0;0.0;0.220322;0.0;0.0;0.0;2.211619048;0.0;0.0;0.0;0.0;0.093142857;0.0;0.0
O;0.0;0.233761905;0.0;-0.545;0.0;0.219914286;0.7505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
O;3.574143067;0.1591666669999999;0.595333333;0.396366667;0.0785;1.05589;0.311833333;0.095833333;0.381524;2.323311;0.0;0.0;0.0;0.858;0.0;0.0;0.0;1.189333333;1.010166667;1.056333333
O;1.858589467;0.352666667;0.2225;0.420216667;0.0;0.226333333;1.027;0.095833333;-2.239232333;1.310458;0.0;-0.939333333;0.0;0.0;0.0;0.0;0.0;0.094166667;1.010166667;0.0
O;0.056396343;0.842238095;1.021;-0.235075;0.0;0.320154286;0.366;0.0;0.052076;0.0;0.0;-0.863;0.0;0.595333333;0.0;0.0;0.0;0.0;0.0;0.086
O;-1.3766488;3.4516;0.445;2.082875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0978;0.0;0.0;0.9474;0.0;0.0;0.2896
