filename;rating;bff;max;A;C;E;N;O
1_3.txt;3;E;0.46746024;0.06800724;0.2211557;0.46746024;0.02581909;0.21755777
2_3.txt;3;E;0.44678807;0.10362263;0.15185224;0.44678807;0.15283307;0.14490396
3_3.txt;3;O;0.99858826;0.00020997073;5.498794e-05;0.0011313431;1.5378564e-05;0.99858826
4_3.txt;3;O;0.9141445;6.935213e-06;0.004879656;0.08095974;9.0941885e-06;0.9141445
5_3.txt;3;O;0.93952584;0.00085754023;0.005445724;0.054164276;6.645866e-06;0.93952584
6_3.txt;3;O;0.99472624;1.0027252e-07;3.5601295e-09;0.005272067;1.593619e-06;0.99472624
7_3.txt;3;C;0.70301133;0.029741565;0.70301133;0.06855355;0.05837465;0.14031896
8_3.txt;3;O;0.5328604;0.00032480707;0.3579481;0.085228875;0.02363779;0.5328604
9_3.txt;3;O;0.3937555;0.18564612;0.358489;0.010423529;0.05168586;0.3937555
10_3.txt;3;O;0.7388273;0.001357087;0.1653801;0.037092235;0.05734332;0.7388273
11_3.txt;3;E;0.3234631;0.000118370925;0.14317626;0.3234631;0.24771798;0.28552428
12_3.txt;3;E;0.4700317;0.06451462;0.3439903;0.4700317;0.0050645797;0.11639873
13_3.txt;3;C;0.4657345;0.08244629;0.4657345;0.0015813481;0.033623707;0.41661406
14_3.txt;3;E;0.760755;0.00054534874;0.1907464;0.760755;0.009447572;0.038505804
15_3.txt;3;C;0.8238795;0.019777086;0.8238795;0.011057868;0.11188501;0.03340069
16_3.txt;3;E;0.5167089;0.13823912;0.20559417;0.5167089;0.0008141276;0.13864371
17_3.txt;3;N;0.34613764;0.026996981;0.33775607;0.078159064;0.34613764;0.21095021
18_3.txt;3;C;0.6589506;0.04363355;0.6589506;0.21778317;0.00018003602;0.079452634
19_3.txt;3;C;0.6175754;0.0018984845;0.6175754;0.13794988;0.23801179;0.004564476
20_3.txt;3;O;0.6253998;0.00016326614;0.0005642047;0.3738512;2.1518303e-05;0.6253998
21_3.txt;3;O;0.979365;1.3194735e-05;0.0148600545;0.0057211397;4.0619005e-05;0.979365
22_3.txt;3;E;0.92561793;0.0006185931;0.032922346;0.92561793;0.0015159559;0.039325047
23_3.txt;3;C;0.6688354;0.008772261;0.6688354;0.23518094;0.0072629163;0.079948485
24_3.txt;3;N;0.669336;0.06428224;0.26419726;0.0012377197;0.669336;0.0009466935
25_3.txt;3;O;0.4584946;0.1043266;0.34580982;0.09134514;2.3757751e-05;0.4584946
26_3.txt;3;C;0.8852991;0.034087665;0.8852991;0.005674341;0.018466277;0.0564727
27_3.txt;3;C;0.3221896;7.947657e-05;0.3221896;0.27261037;0.097654715;0.3074659
28_3.txt;3;O;0.7338048;0.0004436051;0.004812267;0.2378519;0.023087429;0.7338048
29_3.txt;3;O;0.5098505;0.11035219;0.061846722;0.004194454;0.31375605;0.5098505
30_3.txt;3;O;0.96705204;1.3355266e-05;3.104726e-06;0.03293102;5.0314793e-07;0.96705204
31_3.txt;3;N;0.78167915;0.011735781;0.12986645;0.005291744;0.78167915;0.071426846
32_3.txt;3;O;0.6251299;0.000502083;0.3670807;0.007185778;0.00010151408;0.6251299
33_3.txt;3;O;0.4490218;0.10951458;0.18228078;0.0690518;0.19013105;0.4490218
34_3.txt;3;E;0.9833819;1.6618273e-11;1.5784584e-06;0.9833819;0.010950881;0.005665687
35_3.txt;3;C;0.6760999;0.0639191;0.6760999;0.027937256;0.018590434;0.21345335
36_3.txt;3;C;0.8870897;0.09154489;0.8870897;0.004720126;0.001514926;0.015130267
37_3.txt;3;E;0.59925056;0.14775862;0.013916465;0.59925056;3.1351472e-06;0.23907118
38_3.txt;3;C;0.8012093;0.0041910857;0.8012093;0.052786168;0.00013849753;0.14167506
39_3.txt;3;O;0.89742756;0.00021591556;0.00013503805;0.10219754;2.3944398e-05;0.89742756
40_3.txt;3;O;0.9176179;0.00036142344;5.4481137e-05;0.08190604;6.009511e-05;0.9176179
41_3.txt;3;E;0.51307666;0.0032518816;0.4047871;0.51307666;0.0011769921;0.07770743
42_3.txt;3;O;0.566885;0.007604624;0.097764954;0.32581925;0.0019262162;0.566885
43_3.txt;3;O;0.95297176;0.0035026157;1.0036878e-08;0.042829286;0.0006964132;0.95297176
44_3.txt;3;A;0.64858586;0.64858586;0.19429813;0.0023337347;0.047208007;0.10757421
45_3.txt;3;A;0.8995505;0.8995505;0.041788533;0.0033311774;0.008415197;0.04691452
46_3.txt;3;C;0.54559743;0.09408758;0.54559743;0.00055052224;0.0001945111;0.35956994
47_3.txt;3;O;0.59118354;5.9844544e-05;0.17837267;0.22991103;0.0004729046;0.59118354
48_3.txt;3;O;0.72339183;0.2478163;0.023532232;0.0049481527;0.00031151721;0.72339183
49_3.txt;3;C;0.80343;0.085524656;0.80343;0.005768626;1.253141e-05;0.10526424
50_3.txt;3;O;0.73704594;0.00040958007;0.075688586;0.0027270934;0.1841288;0.73704594
51_3.txt;3;E;0.64490134;0.03274612;0.011960072;0.64490134;0.0015346218;0.30885786
52_3.txt;3;O;0.9968651;6.3367706e-06;6.179354e-05;0.0030667253;2.4894364e-10;0.9968651
53_3.txt;3;O;0.34519953;0.20202357;0.2644602;0.18741977;0.00089698576;0.34519953
54_3.txt;3;O;0.7506325;0.002799596;0.02901067;0.21746397;9.327555e-05;0.7506325
55_3.txt;3;E;0.9726567;0.0024809735;0.017808782;0.9726567;8.1892814e-08;0.007053297
56_3.txt;3;O;0.46668288;0.06348379;0.1196327;0.34747705;0.0027234885;0.46668288
57_3.txt;3;E;0.5110478;0.0734682;0.1899389;0.5110478;0.006082441;0.2194626
58_3.txt;3;O;0.99968493;0.00031389907;2.0506319e-09;1.178919e-06;6.1194903e-12;0.99968493
59_3.txt;3;O;0.47563344;0.03901481;0.22936612;0.010168031;0.24581765;0.47563344
60_3.txt;3;O;0.4749249;0.037661612;0.126337;0.35860667;0.0024697734;0.4749249
61_3.txt;3;O;0.91141903;0.05538224;0.016515804;0.014335461;0.0023475;0.91141903
62_3.txt;3;E;0.4386811;8.971841e-05;0.3339761;0.4386811;0.001614043;0.22563912
63_3.txt;3;O;0.5775697;0.01707776;0.25944388;0.048221238;0.09768737;0.5775697
64_3.txt;3;C;0.9145753;0.00015394803;0.9145753;0.021413768;0.00034695238;0.06351011
65_3.txt;3;O;0.8163525;0.036511883;0.13800189;0.0030293057;0.006104453;0.8163525
66_3.txt;3;O;0.5044588;0.10040571;0.16607952;0.18791261;0.041143335;0.5044588
67_3.txt;3;O;0.6097675;0.012219133;0.025283832;0.3196649;0.03306469;0.6097675
68_3.txt;3;O;0.939449;0.00084494706;0.0009352399;0.05821021;0.00056057726;0.939449
69_3.txt;3;O;0.58532566;0.1415162;0.19994657;0.05434579;0.018865814;0.58532566
70_3.txt;3;E;0.65251666;0.0065914067;0.058810823;0.65251666;0.096127056;0.18595406
71_3.txt;3;C;0.77849764;0.052383326;0.77849764;0.07926109;8.964298e-05;0.08976832
72_3.txt;3;O;0.69853365;0.00024485585;0.0014385872;0.2993429;0.00044006854;0.69853365
73_3.txt;3;E;0.3868701;0.031853504;0.26535544;0.3868701;0.108319394;0.2076015
74_3.txt;3;C;0.45004913;0.010093455;0.45004913;0.19553946;0.015054643;0.3292633
75_3.txt;3;C;0.705518;0.00727621;0.705518;0.050321218;0.0023878077;0.23449677
76_3.txt;3;N;0.8196115;0.05636299;0.07680632;0.003319061;0.8196115;0.04390017
77_3.txt;3;O;0.8256265;0.07830405;0.063367456;0.029122813;0.0035791397;0.8256265
78_3.txt;3;O;0.51615644;0.013549466;0.09974518;0.36006021;0.010488689;0.51615644
79_3.txt;3;E;0.3968024;0.06957026;0.04058395;0.3968024;0.33713558;0.15590785
80_3.txt;3;E;0.7199883;0.0016234441;0.017729117;0.7199883;2.3094067e-06;0.26065692
81_3.txt;3;E;0.59918493;0.00092679396;0.00011789455;0.59918493;0.10092862;0.29884169
82_3.txt;3;O;0.9687724;0.028178584;0.0013895445;0.0015789472;8.049747e-05;0.9687724
83_3.txt;3;O;0.76443404;0.0038641149;0.011430383;0.21993963;0.00033183052;0.76443404
84_3.txt;3;C;0.74201006;0.0045450004;0.74201006;0.00068956567;0.25244865;0.00030663
85_3.txt;3;A;0.6786588;0.6786588;0.049160812;0.0008373566;0.0007355388;0.2706075
86_3.txt;3;O;0.8900862;0.014498621;0.083799586;0.0099894;0.0016261929;0.8900862
87_3.txt;3;E;0.63144416;0.002066153;0.009026699;0.63144416;0.0010275956;0.3564355
88_3.txt;3;O;0.8349982;0.01278771;0.01797778;0.13082297;0.0034133224;0.8349982
89_3.txt;3;C;0.97468215;0.018339466;0.97468215;0.0022539387;5.715068e-06;0.0047186175
90_3.txt;3;O;0.99277097;0.005860869;0.00076461246;0.0005967861;6.7156075e-06;0.99277097
91_3.txt;3;E;0.8801859;7.745532e-05;0.08154503;0.8801859;4.0077452e-06;0.038187634
92_3.txt;3;O;0.9878135;0.0014865303;0.0017609712;0.008909291;2.973212e-05;0.9878135
93_3.txt;3;C;0.514523;0.016605647;0.514523;0.18493412;0.04776253;0.23617466
94_3.txt;3;A;0.49776614;0.49776614;0.010274827;0.0255652;6.599463e-05;0.4663278
95_3.txt;3;A;0.55790055;0.55790055;0.37518373;0.0027132551;3.652111e-05;0.064165875
96_3.txt;3;N;0.5342136;0.0021913087;0.020405369;0.32826757;0.5342136;0.114922196
97_3.txt;3;E;0.71315104;0.00086089195;0.06945075;0.71315104;0.01236638;0.20417102
98_3.txt;3;E;0.59915364;0.06734079;0.054956686;0.59915364;0.09721639;0.18133245
99_3.txt;3;E;0.7925763;0.0008072963;0.0004521268;0.7925763;0.13293135;0.07323288
100_3.txt;3;C;0.863286;0.0007328744;0.863286;0.040189058;0.0372745;0.058517594
101_3.txt;3;E;0.689525;0.0005800568;0.277157;0.689525;0.031318154;0.0014197718
102_3.txt;3;O;0.5832043;0.3967201;0.00014381118;0.007119401;0.012812392;0.5832043
103_3.txt;3;O;0.99194616;1.5646325e-05;0.00028414975;0.007000367;0.0007536245;0.99194616
104_3.txt;3;A;0.49436507;0.49436507;0.29387426;0.001505372;0.07319518;0.13706008
105_3.txt;3;O;0.9058964;0.008914377;0.0655629;0.0039719157;0.015654374;0.9058964
106_3.txt;3;O;0.5756579;0.0002929168;0.106107324;0.31698203;0.0009598;0.5756579
107_3.txt;3;E;0.7412316;0.0010659376;0.1435608;0.7412316;0.026264997;0.087876685
108_3.txt;3;C;0.61623335;0.08848001;0.61623335;0.17261204;0.0004462253;0.1222284
109_3.txt;3;O;0.9083743;0.00063923723;0.07652664;0.005750812;0.008709015;0.9083743
110_3.txt;3;O;0.72132087;0.0033891106;0.048591048;0.01624094;0.2104581;0.72132087
111_3.txt;3;O;0.7191294;0.0042368504;0.2659537;0.008028912;0.0026512067;0.7191294
112_3.txt;3;O;0.69500506;0.000750649;0.006646803;0.29718953;0.00040800913;0.69500506
113_3.txt;3;O;0.99988544;4.966854e-08;3.8615514e-10;0.00011367319;8.518779e-07;0.99988544
